STU_ID,F2PS1AID,F3TZSTEM1TOT,F3TZSTEM2GPA,CREDGRAD
427109,0,10,3.5,1
427113,NA,0,3.75,1
427128,0,14,3.75,1
427135,1,14,3.75,1
427139,1,13,3.5,1
427144,1,13,3.5,1
428206,0,39,4,1
428210,1,5,2.75,1
428214,1,20,3.25,1
429201,0,24,3,1
429216,1,12,2,1
431103,1,3,3.75,1
432120,0,56,3.5,1
433226,1,4,3.75,1
434104,1,52,2.5,1
434109,1,3,3.75,1
434116,1,7,2.75,1
434125,0,9,4,1
434134,1,10,3.25,1
434137,1,3,4,1
434140,1,4,3.5,1
434149,1,8,3.5,1
434208,1,24,3.25,1
434221,0,21,3.25,1
435210,1,14,3.5,1
436220,1,2,3,1
437105,0,0,4,1
437106,1,NA,NA,1
437118,0,0,3,1
437161,1,30,3.75,1
438103,0,46,3.5,1
438207,1,23,3.5,1
438210,1,42,3.25,1
438211,1,33,4,1
438217,1,28,3,1
438222,1,9,2.75,1
439101,0,10,3,1
439109,0,34,3.25,1
439114,0,8,2.75,1
439120,1,44,3.75,1
439203,1,28,3.75,1
439206,0,28,3.5,1
439208,1,4,3.5,1
439212,0,5,3.75,1
439216,1,56,3.75,1
440106,1,25,4,1
440117,1,25,3.5,1
440205,1,13,3.5,1
440208,0,37,2.75,1
440230,0,4,3,1
441113,1,26,3,1
441125,1,7,2,1
441130,1,42,3.5,1
441206,NA,3,3.75,1
442218,1,15,3.5,1
442220,NA,10,3.75,1
443205,NA,40,3.75,1
444115,1,7,3.25,1
444223,1,40,3.25,1
445121,0,35,3.75,1
445201,1,26,3.75,1
445202,0,18,3.75,1
446108,1,22,3.75,1
447102,1,22,3,1
448112,NA,19,3.25,1
448118,1,5,3.5,1
448126,1,NA,NA,1
448211,1,30,4,1
449103,0,4,3.25,1
449117,0,46,3.75,1
449130,1,42,2.75,1
450108,0,56,3.25,1
450204,0,3,3.25,1
450224,1,10,4,1
450227,1,2,3.5,1
450234,1,14,3.75,1
451108,1,30,3.75,1
453231,1,21,3.5,1
455128,1,52,2.75,1
455207,1,7,2.75,1
456108,NA,6,3.75,1
456202,1,32,4,1
456203,0,25,3.25,1
458104,0,21,2.5,1
458227,1,27,3.5,1
459109,1,24,3.5,1
459203,1,31,3,1
459214,0,11,3.75,1
459221,0,18,3.25,1
